source,jurisdiction,level,section,book,parent_title,node_title,normalized_title,node_type,suggested_saudi_domain,suggested_saudi_nizam,suggested_saudi_nizam_chapter,suggested_saudi_article_ref,saudi_nizam_url,suggested_hakeem_issue_path,mapping_type,confidence,needs_human_review
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الأركان,البيع الفاسد والباطل الاركان,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الأركان,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الشروط المعتبرة,البيع الفاسد والباطل الشروط المعتبره,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الشروط المعتبرة,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الأنواع والأقسام,البيع الفاسد والباطل الانواع والاقسام,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الأنواع والأقسام,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الصور والتطبيقات,البيع الفاسد والباطل الصور والتطبيقات,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الصور والتطبيقات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الموانع وما يبطله ويفسده,البيع الفاسد والباطل الموانع وما يبطله ويفسده,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الموانع وما يبطله ويفسده,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الآثار والأحكام المترتبة,البيع الفاسد والباطل الاثار والاحكام المترتبه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الآثار والأحكام المترتبة,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الضمان والمسؤولية,البيع الفاسد والباطل الضمان والمسووليه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الضمان والمسؤولية,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الخيار والفسخ والانفساخ,البيع الفاسد والباطل الخيار والفسخ والانفساخ,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الخيار والفسخ والانفساخ,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: النزاع وطرق الإثبات,البيع الفاسد والباطل النزاع وطرق الاثبات,evidence_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: النزاع وطرق الإثبات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: التكييف النظامي السعودي,البيع الفاسد والباطل التكييف النظامي السعودي,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: التكييف النظامي السعودي,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: التطبيقات والنوازل المعاصرة,البيع الفاسد والباطل التطبيقات والنوازل المعاصره,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: التطبيقات والنوازل المعاصرة,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,البيع,البيع الفاسد والباطل,البيع الفاسد والباطل: الخلاف الفقهي بين المذاهب الأربعة,البيع الفاسد والباطل الخلاف الفقهي بين المذاهب الاربعه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود المسماة > العقود الناقلة للملكية > عقد البيع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > البيع > البيع الفاسد والباطل > البيع الفاسد والباطل: الخلاف الفقهي بين المذاهب الأربعة,fiqh_seed,0.7,True
